
[LoadTester] [2026-06-26 23:48:34 / ERROR /         1] BadValue(HP/Coord) | uid=1174 idx=1173 | CREATE_MY x=365480 y=401410 hp=-8401
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10114] BadValue(HP/Coord) | uid=1938 idx=1937 | CREATE_MONSTER id=1890 hp=12560/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10115] BadValue(HP/Coord) | uid=2326 idx=2325 | CREATE_MONSTER id=2278 hp=11268/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10116] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1891 hp=12851/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10117] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10118] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10119] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1890 hp=12560/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10120] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10121] BadValue(HP/Coord) | uid=2326 idx=2325 | CREATE_MONSTER id=2278 hp=11268/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10122] BadValue(HP/Coord) | uid=1513 idx=1512 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10123] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10124] BadValue(HP/Coord) | uid=1511 idx=1510 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10125] BadValue(HP/Coord) | uid=1435 idx=1434 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10126] BadValue(HP/Coord) | uid=1894 idx=1893 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10127] BadValue(HP/Coord) | uid=1473 idx=1472 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10128] BadValue(HP/Coord) | uid=1943 idx=1942 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10129] BadValue(HP/Coord) | uid=2041 idx=2040 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10130] BadValue(HP/Coord) | uid=1394 idx=1393 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10131] BadValue(HP/Coord) | uid=2041 idx=2040 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10132] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10133] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10134] BadValue(HP/Coord) | uid=1894 idx=1893 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10135] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10136] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1474 hp=5729/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10137] BadValue(HP/Coord) | uid=1660 idx=1659 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10138] BadValue(HP/Coord) | uid=1625 idx=1624 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10139] BadValue(HP/Coord) | uid=1552 idx=1551 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10140] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1476 hp=2375/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10141] BadValue(HP/Coord) | uid=1510 idx=1509 | CREATE_MONSTER id=1474 hp=5729/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10142] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10143] BadValue(HP/Coord) | uid=1587 idx=1586 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10144] BadValue(HP/Coord) | uid=2324 idx=2323 | CREATE_MONSTER id=2232 hp=29226/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10145] BadValue(HP/Coord) | uid=2324 idx=2323 | CREATE_MONSTER id=2188 hp=29415/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10146] BadValue(HP/Coord) | uid=2324 idx=2323 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10147] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10148] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10149] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10150] BadValue(HP/Coord) | uid=1849 idx=1848 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10151] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:10 / ERROR /     10152] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1987 hp=24837/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10153] BadValue(HP/Coord) | uid=2368 idx=2367 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10154] BadValue(HP/Coord) | uid=2278 idx=2277 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10155] BadValue(HP/Coord) | uid=2324 idx=2323 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10156] BadValue(HP/Coord) | uid=2321 idx=2320 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10157] BadValue(HP/Coord) | uid=1891 idx=1890 | CREATE_MONSTER id=1987 hp=24837/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10158] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10159] BadValue(HP/Coord) | uid=1989 idx=1988 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10160] BadValue(HP/Coord) | uid=2279 idx=2278 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10161] BadValue(HP/Coord) | uid=2189 idx=2188 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10162] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10163] BadValue(HP/Coord) | uid=2277 idx=2276 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10164] BadValue(HP/Coord) | uid=2233 idx=2232 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10165] BadValue(HP/Coord) | uid=1550 idx=1549 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10166] BadValue(HP/Coord) | uid=1302 idx=1301 | CREATE_MONSTER id=1395 hp=2617/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10167] BadValue(HP/Coord) | uid=1302 idx=1301 | CREATE_MONSTER id=1395 hp=2617/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10168] BadValue(HP/Coord) | uid=1550 idx=1549 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10169] BadValue(HP/Coord) | uid=1477 idx=1476 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10170] BadValue(HP/Coord) | uid=2090 idx=2089 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10171] BadValue(HP/Coord) | uid=1512 idx=1511 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10172] BadValue(HP/Coord) | uid=2090 idx=2089 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10173] BadValue(HP/Coord) | uid=1515 idx=1514 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10174] BadValue(HP/Coord) | uid=1586 idx=1585 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10175] BadValue(HP/Coord) | uid=1585 idx=1584 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10176] BadValue(HP/Coord) | uid=1625 idx=1624 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10177] BadValue(HP/Coord) | uid=1990 idx=1989 | CREATE_MONSTER id=1987 hp=24837/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10178] BadValue(HP/Coord) | uid=2092 idx=2091 | CREATE_MONSTER id=1987 hp=24837/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10179] BadValue(HP/Coord) | uid=1550 idx=1549 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10180] BadValue(HP/Coord) | uid=2276 idx=2275 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:11 / ERROR /     10181] BadValue(HP/Coord) | uid=2276 idx=2275 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10182] BadValue(HP/Coord) | uid=1438 idx=1437 | CREATE_MONSTER id=1476 hp=2352/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10183] BadValue(HP/Coord) | uid=1397 idx=1396 | CREATE_MONSTER id=1476 hp=2352/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10184] BadValue(HP/Coord) | uid=1553 idx=1552 | CREATE_MONSTER id=1476 hp=2352/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10185] BadValue(HP/Coord) | uid=1479 idx=1478 | CREATE_MONSTER id=1476 hp=2352/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10186] BadValue(HP/Coord) | uid=2322 idx=2321 | CREATE_MONSTER id=2232 hp=29179/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10187] BadValue(HP/Coord) | uid=2322 idx=2321 | CREATE_MONSTER id=2188 hp=29368/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10188] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10189] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10190] BadValue(HP/Coord) | uid=2323 idx=2322 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10191] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10192] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10193] BadValue(HP/Coord) | uid=2039 idx=2038 | CREATE_MONSTER id=1987 hp=24837/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10194] BadValue(HP/Coord) | uid=1435 idx=1434 | CREATE_MONSTER id=1474 hp=5729/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10195] BadValue(HP/Coord) | uid=2453 idx=2452 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10196] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10197] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1891 hp=12851/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10198] BadValue(HP/Coord) | uid=1807 idx=1806 | CREATE_MONSTER id=1890 hp=12492/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10199] BadValue(HP/Coord) | uid=2453 idx=2452 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10200] BadValue(HP/Coord) | uid=2141 idx=2140 | CREATE_MONSTER id=2232 hp=29179/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10201] BadValue(HP/Coord) | uid=2091 idx=2090 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10202] BadValue(HP/Coord) | uid=2141 idx=2140 | CREATE_MONSTER id=2188 hp=29368/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10203] BadValue(HP/Coord) | uid=2091 idx=2090 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10204] BadValue(HP/Coord) | uid=1399 idx=1398 | CREATE_MONSTER id=1476 hp=2352/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10205] BadValue(HP/Coord) | uid=2091 idx=2090 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10206] BadValue(HP/Coord) | uid=2091 idx=2090 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10207] BadValue(HP/Coord) | uid=1549 idx=1548 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10208] BadValue(HP/Coord) | uid=1548 idx=1547 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10209] BadValue(HP/Coord) | uid=1990 idx=1989 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10210] BadValue(HP/Coord) | uid=2141 idx=2140 | CREATE_MONSTER id=2188 hp=29368/160
[LoadTester] [2026-06-26 23:58:12 / ERROR /     10211] BadValue(HP/Coord) | uid=2415 idx=2414 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10212] BadValue(HP/Coord) | uid=2415 idx=2414 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10213] BadValue(HP/Coord) | uid=1846 idx=1845 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10214] BadValue(HP/Coord) | uid=1846 idx=1845 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10215] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10216] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10217] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1892 hp=25826/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10218] BadValue(HP/Coord) | uid=1660 idx=1659 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10219] BadValue(HP/Coord) | uid=1660 idx=1659 | CREATE_MONSTER id=1548 hp=3681/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10220] BadValue(HP/Coord) | uid=2276 idx=2275 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10221] BadValue(HP/Coord) | uid=1477 idx=1476 | CREATE_MONSTER id=1395 hp=2617/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10222] BadValue(HP/Coord) | uid=2415 idx=2414 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10223] BadValue(HP/Coord) | uid=2093 idx=2092 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10224] BadValue(HP/Coord) | uid=2276 idx=2275 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10225] BadValue(HP/Coord) | uid=2093 idx=2092 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10226] BadValue(HP/Coord) | uid=1395 idx=1394 | CREATE_MONSTER id=1395 hp=2617/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10227] BadValue(HP/Coord) | uid=2092 idx=2091 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10228] BadValue(HP/Coord) | uid=2092 idx=2091 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10229] BadValue(HP/Coord) | uid=2141 idx=2140 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10230] BadValue(HP/Coord) | uid=2141 idx=2140 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10231] BadValue(HP/Coord) | uid=2142 idx=2141 | CREATE_MONSTER id=2232 hp=29179/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10232] BadValue(HP/Coord) | uid=2142 idx=2141 | CREATE_MONSTER id=2188 hp=29368/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10233] BadValue(HP/Coord) | uid=1894 idx=1893 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10234] BadValue(HP/Coord) | uid=1894 idx=1893 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10235] BadValue(HP/Coord) | uid=1894 idx=1893 | CREATE_MONSTER id=1892 hp=25783/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10236] BadValue(HP/Coord) | uid=1549 idx=1548 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10237] BadValue(HP/Coord) | uid=1549 idx=1548 | CREATE_MONSTER id=1509 hp=3547/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10238] BadValue(HP/Coord) | uid=2188 idx=2187 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10239] BadValue(HP/Coord) | uid=2188 idx=2187 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10240] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1509 hp=3547/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10241] SpawnTimeout | uid=390 idx=389 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10242] SpawnTimeout | uid=391 idx=390 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10243] SpawnTimeout | uid=392 idx=391 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10244] SpawnTimeout | uid=393 idx=392 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10245] BadValue(HP/Coord) | uid=1476 idx=1475 | CREATE_MONSTER id=1509 hp=3547/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10246] BadValue(HP/Coord) | uid=1586 idx=1585 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10247] BadValue(HP/Coord) | uid=1585 idx=1584 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10248] SpawnTimeout | uid=394 idx=393 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10249] BadValue(HP/Coord) | uid=1550 idx=1549 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10250] BadValue(HP/Coord) | uid=1660 idx=1659 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10251] SpawnTimeout | uid=395 idx=394 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10252] BadValue(HP/Coord) | uid=1623 idx=1622 | CREATE_MONSTER id=1510 hp=3877/160
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10253] SpawnTimeout | uid=396 idx=395 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:13 / ERROR /     10254] SpawnTimeout | uid=397 idx=396 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10255] SpawnTimeout | uid=398 idx=397 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10256] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2188 hp=29368/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10257] SpawnTimeout | uid=399 idx=398 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10258] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10259] SpawnTimeout | uid=400 idx=399 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10260] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10261] SpawnTimeout | uid=401 idx=400 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10262] BadValue(HP/Coord) | uid=1892 idx=1891 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10263] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2188 hp=29368/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10264] SpawnTimeout | uid=811 idx=810 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10265] BadValue(HP/Coord) | uid=2279 idx=2278 | CREATE_MONSTER id=2140 hp=29529/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10266] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10267] BadValue(HP/Coord) | uid=2231 idx=2230 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10268] SpawnTimeout | uid=812 idx=811 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10269] BadValue(HP/Coord) | uid=2187 idx=2186 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10270] SpawnTimeout | uid=813 idx=812 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10271] BadValue(HP/Coord) | uid=2187 idx=2186 | CREATE_MONSTER id=2187 hp=29193/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10272] SpawnTimeout | uid=814 idx=813 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10273] SpawnTimeout | uid=815 idx=814 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10274] SpawnTimeout | uid=816 idx=815 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10275] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1939 hp=12687/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10276] SpawnTimeout | uid=817 idx=816 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10277] BadValue(HP/Coord) | uid=1893 idx=1892 | CREATE_MONSTER id=1988 hp=25008/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10278] SpawnTimeout | uid=818 idx=817 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10279] SpawnTimeout | uid=819 idx=818 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10280] SpawnTimeout | uid=820 idx=819 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10281] SpawnTimeout | uid=821 idx=820 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10282] BadValue(HP/Coord) | uid=1514 idx=1513 | CREATE_MONSTER id=1474 hp=5729/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10283] SpawnTimeout | uid=822 idx=821 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10284] SpawnTimeout | uid=823 idx=822 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10285] SpawnTimeout | uid=824 idx=823 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10286] BadValue(HP/Coord) | uid=1393 idx=1392 | CREATE_MONSTER id=1474 hp=5729/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10287] SpawnTimeout | uid=825 idx=824 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10288] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2322 hp=28330/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10289] BadValue(HP/Coord) | uid=1393 idx=1392 | CREATE_MONSTER id=1395 hp=2617/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10290] SpawnTimeout | uid=826 idx=825 | no CREATE_MY within 5s after select
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10291] BadValue(HP/Coord) | uid=2325 idx=2324 | CREATE_MONSTER id=2276 hp=29506/160
[LoadTester] [2026-06-26 23:58:14 / ERROR /     10292] SpawnTimeout | uid=827 idx=826 | no CREATE_MY within 5s after select
